budget,runtime,vote_average,vote_count,popularity,hit
27000000,104.0,6.7,811,22.636908,1
35000000,137.0,6.0,741,28.069419,1
35000000,110.0,6.0,485,19.774543,1
35000000,101.0,5.4,239,11.644243,1
35000000,108.0,5.9,730,27.934978,1
35000000,101.0,5.9,238,12.677505,0
35000000,112.0,6.3,245,8.737058,1
35000000,111.0,6.1,233,12.343507,0
35000000,102.0,5.8,325,14.699342,1
45000000,101.0,5.1,300,14.513243,0
35000000,155.0,6.3,157,5.525544,0
8900000,93.0,5.6,318,15.079993,0
35000000,109.0,6.0,436,23.835055,1
30000000,104.0,5.5,523,25.454549,1
31000000,96.0,5.9,437,22.71592,0
35000000,123.0,7.0,823,35.120736,1
35000000,106.0,5.6,961,19.893646,1
35000000,76.0,5.2,235,14.051852,0
35000000,85.0,4.9,379,19.088655,0
56000000,109.0,5.7,593,29.490057,0
35000000,97.0,5.1,167,11.195593,0
35000000,91.0,6.2,832,17.709888,0
35000000,87.0,5.4,647,18.262017,1
35000000,132.0,6.5,159,10.10364,0
35000000,118.0,5.7,1455,28.670477,1
31000000,98.0,6.0,293,16.736734,1
35000000,92.0,4.6,149,13.668633,1
27000000,117.0,5.8,129,9.904881,0
35000000,92.0,6.0,216,9.789027,1
35000000,96.0,6.6,212,10.73522,0
35000000,94.0,5.7,55,6.727949,0
35000000,105.0,7.0,322,16.343317,0
40000000,101.0,5.3,220,14.818718,0
32000000,139.0,6.5,987,43.862456,1
35000000,110.0,5.5,555,27.903999,0
35000000,102.0,4.8,91,3.746806,0
20500000,102.0,5.6,294,17.112498,0
35000000,83.0,4.9,135,10.304172,0
35000000,123.0,6.9,1121,37.335721,1
35000000,118.0,6.5,357,16.782471,1
35000000,114.0,6.6,53,3.503408,0
35000000,114.0,6.2,142,9.07278,0
35000000,135.0,6.7,25,2.877488,0
38000000,138.0,6.6,49,5.516207,0
35000000,93.0,5.8,307,20.27704,0
34000000,113.0,7.0,5371,131.815575,1
35000000,91.0,5.0,320,16.832312,0
34000000,139.0,7.0,169,9.133747,0
35000000,96.0,6.8,827,24.606012,0
70000000,101.0,5.3,29,3.276912,0
35000000,96.0,5.1,344,16.830184,0
41677699,100.0,7.5,926,39.58676,1
34000000,128.0,7.3,1064,41.946523,1
75000000,109.0,5.4,254,20.697556,0
35000000,141.0,6.5,224,15.50957,0
32000000,195.0,7.1,67,4.602185,1
40000000,138.0,7.1,877,40.379966,1
50000000,101.0,5.3,110,12.601306,1
30000000,98.0,5.6,506,24.389194,1
30000000,89.0,4.8,469,23.328823,1
33000000,99.0,6.7,663,29.775441,1
33000000,105.0,5.1,497,19.642328,1
33000000,124.0,6.1,766,35.099611,1
30000000,118.0,6.6,238,16.541791,0
30000000,94.0,6.3,799,31.92695,1
32350000,135.0,7.9,4665,46.509071,1
30000000,108.0,5.8,363,21.538222,0
32000000,124.0,7.2,813,33.923786,1
35000000,98.0,5.3,394,20.908494,0
32000000,97.0,6.4,987,16.901954,1
32000000,123.0,6.2,323,15.039407,1
32000000,92.0,5.6,359,14.642055,1
32500000,125.0,6.5,1661,17.107065,1
32000000,107.0,6.3,2359,38.21708,1
29000000,103.0,6.0,242,14.993169,1
32000000,129.0,7.0,544,24.147269,1
32000000,107.0,6.0,394,18.47242,1
35000000,90.0,5.7,414,18.84332,0
32000000,107.0,5.3,313,15.901137,1
32000000,93.0,7.1,2699,59.19888,1
32000000,120.0,6.7,374,14.48851,1
30000000,101.0,6.3,1018,23.197408,1
33000000,105.0,6.7,232,10.651202,0
35000000,113.0,5.6,143,10.032626,0
32000000,96.0,6.9,832,34.628738,1
32000000,87.0,6.2,1061,47.5612,1
32000000,107.0,6.3,427,16.473355,0
28000000,90.0,5.6,104,6.201404,1
32000000,111.0,6.2,620,25.799697,0
70000000,90.0,4.0,104,4.822033,0
30000000,100.0,5.3,724,26.9385,0
32000000,75.0,7.1,24,4.098444,0
32000000,108.0,5.9,86,5.347936,0
31500000,153.0,8.0,2055,49.973462,1
32000000,102.0,6.0,262,13.611544,1
31500000,113.0,5.7,557,27.891012,0
31000000,161.0,7.0,279,13.864975,1
31000000,138.0,6.5,2415,42.213765,1
34000000,126.0,5.9,541,29.887404,1
30000000,99.0,8.0,4519,74.417456,1
31000000,101.0,6.4,131,7.06762,0
31000000,103.0,6.2,433,15.895661,1
31000000,118.0,7.0,462,19.258041,1
31000000,99.0,6.2,1195,47.753598,1
30250000,105.0,6.4,302,15.585138,1
45000000,113.0,6.9,677,32.217425,1
34200000,93.0,6.1,875,34.86859,1
30000000,108.0,6.0,1344,36.432598,1
30000000,81.0,7.7,5269,73.640445,1
30000000,116.0,6.8,1783,49.526736,1
30000000,104.0,7.0,1293,26.780961,1
31000000,105.0,6.0,89,6.487344,0
30000000,113.0,7.4,821,25.996219,1
30000000,134.0,7.2,957,46.212155,1
25000000,132.0,7.2,1101,32.105328,1
20000000,92.0,6.2,981,41.156217,1
30000000,99.0,6.7,848,37.179547,1
30000000,90.0,6.1,1099,34.391792,1
37000000,115.0,6.5,1023,40.176265,1
26000000,102.0,6.5,166,10.704596,1
33000000,127.0,8.1,5765,79.579532,1
30000000,112.0,7.3,3382,63.13678,1
30000000,87.0,6.7,574,27.870755,1
25000000,138.0,7.6,1422,31.242999,1
30000000,132.0,7.7,2439,70.456012,1
80000000,103.0,6.4,503,29.415229,1
29000000,123.0,7.7,3067,55.109138,1
30000000,111.0,6.1,978,30.695228,1
35000000,102.0,6.0,449,13.788422,1
30,78.0,6.0,100,4.590277,1
30000000,132.0,5.9,56,3.845231,1
30000000,133.0,7.2,619,26.952727,1
25000000,109.0,6.7,1205,33.704181,1
30000000,125.0,6.7,362,19.925026,1
35000000,97.0,6.4,2652,43.742241,1
30000000,118.0,6.6,4697,46.377628,1
30000000,89.0,6.0,733,34.36645,1
30000000,100.0,5.8,284,12.967137,1
30000000,111.0,6.4,1172,50.670253,1
45000000,109.0,6.7,607,24.694551,1
30000000,99.0,5.8,205,11.409124,1
30000000,89.0,5.9,856,33.385429,1
19000000,95.0,5.3,214,8.584398,1
37000000,98.0,6.3,1204,41.569541,1
30000000,94.0,7.4,1990,43.753585,1
53000000,124.0,7.4,1317,28.350529,1
80000000,131.0,5.8,196,10.81051,1
30000000,107.0,5.6,376,19.578249,1
30000000,83.0,6.3,521,28.624038,1
30000000,131.0,6.0,506,27.230493,1
30000000,85.0,6.8,643,30.380747,1
30000000,126.0,6.9,977,29.489274,1
30000000,102.0,5.1,123,8.058109,1
30000000,123.0,7.4,1049,33.369305,1
30000000,125.0,6.2,243,11.19602,1
30000000,92.0,4.9,140,14.585968,1
40000000,77.0,7.2,1894,43.571612,1
30000000,121.0,7.2,2416,55.424027,1
30000000,123.0,7.3,2067,65.364452,1
30000000,99.0,6.2,966,45.083509,1
25000000,112.0,7.4,1990,82.052056,1
30000000,107.0,6.6,582,25.060342,1
25000000,104.0,5.6,159,11.42943,1
30000000,113.0,7.1,721,32.26789,1
30000000,113.0,6.2,767,33.394082,1
30000000,95.0,6.5,2263,73.987775,1
30000000,84.0,3.7,359,10.608998,1
30000000,126.0,7.2,238,12.821329,1
27000000,101.0,6.4,703,30.131498,1
25000000,94.0,6.6,384,12.113235,1
30000000,111.0,6.5,1263,31.191975,1
30000000,95.0,3.8,221,11.916389,1
30000000,98.0,5.7,359,20.355458,1
30000000,100.0,5.8,1463,63.848541,1
30000000,108.0,6.6,162,8.999675,1
30000000,125.0,6.5,206,9.278361,1
30000000,79.0,6.6,1262,55.806402,1
30000000,106.0,6.4,1323,48.237797,1
30000000,63.0,6.8,258,19.143721,0
19000000,85.0,4.1,210,15.67747,1
30000000,108.0,6.3,66,4.52363,0
30000000,106.0,5.4,163,5.301589,0
30000000,108.0,5.8,339,20.063165,1
35000000,111.0,5.2,112,6.246199,0
30000000,124.0,5.7,457,27.71063,1
30000000,104.0,5.0,66,2.850896,0
30000000,133.0,6.9,905,34.421696,1
30000000,87.0,4.8,458,15.89534,1
30000000,109.0,6.0,311,18.706504,1
30000000,87.0,6.0,127,9.607391,0
25000000,98.0,5.2,47,2.77255,0
30000000,112.0,6.6,1233,20.236951,1
30000000,108.0,5.7,313,16.883429,0
35000000,126.0,6.8,125,12.779201,0
40000000,98.0,5.5,278,14.729386,0
37000000,110.0,5.1,221,11.374306,1
30000000,130.0,6.3,240,10.703602,1
30000000,97.0,5.1,202,10.756266,0
30000000,96.0,5.0,68,4.352422,0
30000000,114.0,6.7,157,9.301562,0
17000000,106.0,6.0,603,18.27083,1
30000000,135.0,6.4,330,19.106154,1
25000000,102.0,4.7,114,12.10235,1
23000000,111.0,6.1,152,3.362045,0
30000000,86.0,4.8,131,10.694417,0
30000000,108.0,6.7,161,6.353971,0
30000000,123.0,6.3,869,37.181019,1
30000000,134.0,7.2,129,4.952735,0
30000000,91.0,5.5,543,22.975918,1
30000000,108.0,5.8,153,8.359599,0
18000000,122.0,7.4,383,16.102271,1
30000000,92.0,6.3,141,8.386432,1
21000000,87.0,5.0,205,12.790408,0
30000000,160.0,7.0,776,35.53352,0
30000000,125.0,5.0,41,4.065212,0
30000000,129.0,6.4,286,13.268936,0
19000000,83.0,5.6,2238,66.242737,1
29000000,115.0,6.8,1940,71.496894,1
28000000,136.0,7.3,718,35.580032,1
30000000,127.0,5.9,159,8.085872,1
30000000,113.0,6.6,275,18.165957,1
29000000,100.0,5.0,85,8.93941,0
29000000,91.0,5.5,431,20.55509,1
12000000,87.0,4.9,287,12.653831,1
29000000,103.0,6.8,455,24.240361,0
28000000,90.0,7.4,3416,92.982009,1
28000000,147.0,7.7,1355,61.76233,1
28000000,118.0,7.1,2781,66.976776,1
30000000,79.0,5.7,147,7.981116,1
60000000,104.0,6.1,400,21.252797,1
29000000,110.0,6.6,392,19.237254,1
29000000,102.0,6.2,594,27.555646,1
28000000,131.0,7.5,3948,66.169628,1
28000000,99.0,6.4,564,24.917665,1
28000000,130.0,7.3,2607,57.518472,1
28000000,135.0,7.0,159,7.534003,1
28000000,101.0,6.8,1016,44.529429,1
35000000,103.0,5.5,427,14.949395,1
30000000,115.0,6.5,356,14.726338,0
21000000,110.0,7.4,1286,24.13081,1
30000000,90.0,7.1,1061,45.915165,1
28000000,105.0,6.4,799,28.043508,1
28000000,127.0,6.3,490,26.090746,1
28000000,90.0,6.6,521,14.530803,1
27000000,99.0,5.5,282,13.308127,1
28000000,89.0,6.1,1337,38.0958,1
28000000,115.0,6.9,823,37.729059,1
28000000,96.0,6.4,471,18.650748,1
28000000,104.0,6.1,327,15.794946,1
28000000,117.0,7.1,4645,45.054936,1
28000000,83.0,5.6,531,25.039383,1
28000000,99.0,4.6,148,6.756771,1
28000000,81.0,6.1,493,22.14595,1
28000000,135.0,7.7,1358,36.58383,1
28000000,117.0,7.9,3509,94.056131,1
28000000,139.0,6.5,148,10.703456,1
28000000,113.0,6.0,883,41.638961,1
21000000,117.0,6.5,323,14.518708,1
35866397,98.0,7.0,49,3.75074,0
28000000,103.0,5.8,491,22.074306,1
28000000,119.0,6.0,69,4.436792,0
28000000,94.0,5.5,345,14.639324,1
28000000,86.0,5.5,46,1.767479,0
28000000,98.0,4.8,296,13.145205,0
28000000,108.0,5.8,195,12.921594,0
28000000,108.0,5.5,640,28.397048,0
28000000,134.0,6.8,91,7.039189,0
27000000,110.0,6.2,244,16.785866,0
28000000,103.0,6.3,2224,40.28635,1
24000000,145.0,5.6,61,6.009644,0
28000000,90.0,5.7,615,25.520976,1
27500000,131.0,6.2,527,25.633663,1
30000000,129.0,6.2,1214,22.527211,1
30000000,109.0,7.1,598,24.09152,1
35000000,114.0,5.7,57,6.248273,1
8000000,163.0,6.9,67,9.548391,1
15000000,92.0,6.9,235,12.576381,1
27500000,120.0,6.2,205,12.741073,0
27000000,113.0,6.7,413,16.188572,1
27000000,115.0,6.2,345,18.913,1
27000000,133.0,7.5,1065,44.714264,1
27000000,117.0,6.0,238,11.870301,1
27000000,101.0,6.6,607,28.227984,1
27000000,82.0,5.5,247,11.678561,1
27000000,110.0,7.4,1323,36.921445,1
27000000,193.0,7.3,235,17.567332,0
30000000,130.0,6.3,288,16.698316,0
27000000,102.0,7.0,1002,47.862016,0
27000000,100.0,7.2,828,39.324831,1
25000000,109.0,6.7,120,5.650125,0
27000000,113.0,5.9,44,3.123583,1
27000000,109.0,6.1,563,23.917982,1
27000000,99.0,5.5,98,8.715822,0
27000000,89.0,4.4,222,14.788073,1
27000000,98.0,6.5,1068,38.279458,1
28,93.0,5.9,173,9.670031,0
27000000,106.0,6.3,333,17.193659,0
25000000,104.0,5.2,127,8.31653,0
26000000,91.0,5.2,788,31.250383,1
26000000,97.0,6.0,879,24.345651,1
26000000,116.0,6.2,1983,38.473732,1
25000000,122.0,6.8,796,31.792964,1
28000000,113.0,6.2,1131,61.309619,1
15000000,111.0,5.8,628,5.411154,1
27000000,111.0,6.6,1148,41.832392,1
26000000,121.0,6.8,399,21.988861,1
22000000,139.0,7.0,262,19.068175,1
26000000,115.0,6.3,404,24.114459,1
22000000,175.0,6.9,207,20.256571,1
26000000,85.0,6.2,455,8.802626,1
26000000,90.0,5.9,1023,37.355826,1
26000000,106.0,7.3,1112,39.742009,1
26000000,100.0,5.2,629,30.981604,1
25000000,130.0,6.1,1573,31.893932,1
26000000,94.0,4.9,89,5.894163,1
26000000,104.0,6.8,633,22.07638,1
26000000,100.0,5.2,144,10.925618,1
56000000,118.0,5.7,718,21.219292,1
42000000,118.0,5.8,198,14.831402,0
26000000,111.0,6.1,426,22.520842,1
30000000,110.0,4.8,54,3.314094,0
26000000,99.0,4.5,110,7.964451,1
25530000,95.0,5.3,84,4.475007,0
26000000,116.0,6.3,1091,66.097437,1
25000000,129.0,6.8,417,20.679652,1
30000000,127.0,6.9,864,38.171417,1
25000000,125.0,7.0,1591,30.884535,1
25000000,133.0,7.6,1709,49.510658,1
33000000,116.0,7.8,3086,50.7453,1
25100000,131.0,6.1,143,10.445391,1
25000000,93.0,7.2,4369,80.879032,1
26000000,117.0,7.2,765,33.93914,1
25000000,129.0,6.1,661,26.576385,1
22000000,195.0,8.3,4329,104.469351,1
25000000,146.0,7.8,1910,42.191509,1
28000000,128.0,5.7,364,20.267062,0
30000000,97.0,5.8,594,26.69592,1
25000000,83.0,5.6,231,12.739721,1
25000000,85.0,6.4,2251,46.942396,1
25000000,88.0,5.8,286,15.505137,1
25000000,119.0,7.6,1384,38.272889,1
25000000,122.0,7.7,3003,53.645267,1
25000000,99.0,6.1,853,28.468,1
25000000,97.0,6.5,1356,35.310712,1
25000000,121.0,6.8,951,28.727731,1
45000000,95.0,5.1,377,4.340616,1
25000000,104.0,5.7,210,14.604911,1
25000000,107.0,6.1,1331,38.688822,1
25000000,130.0,7.4,626,30.537845,1
25000000,115.0,6.0,330,19.750059,1
2800000,111.0,7.2,476,25.939385,1
25000000,93.0,5.8,974,31.64341,1
25000000,101.0,6.8,946,26.811541,1
60000000,96.0,7.0,1113,40.646102,1
25000000,106.0,7.2,1223,34.160448,1
25000000,117.0,6.4,1451,48.552871,1
25000000,101.0,6.1,440,18.228538,1
26000000,94.0,6.7,1493,29.342744,1
25000000,145.0,8.2,3128,63.654244,1
28000000,102.0,5.0,284,11.859396,1
25000000,97.0,6.4,711,24.356483,1
25000000,170.0,8.0,2948,70.105981,1
23000000,163.0,7.4,355,21.189028,1
25000000,109.0,6.1,770,31.364901,1
25000000,158.0,7.9,1537,37.817905,1
25000000,86.0,5.5,112,6.086083,1
25000000,119.0,6.3,386,17.17372,1
25000000,98.0,6.4,298,16.936576,1
25000000,97.0,5.6,529,25.838073,1
25000000,105.0,5.4,115,5.625632,1
25000000,124.0,6.6,259,17.312433,1
25000000,94.0,6.4,1798,53.811461,1
17000000,104.0,5.5,299,19.045146,1
25000000,101.0,5.5,444,21.729434,1
25000000,101.0,5.8,236,12.837116,1
25000000,114.0,7.0,451,20.953265,1
20000000,105.0,6.4,671,10.81439,1
25000000,90.0,6.1,663,27.683874,1
20000000,97.0,4.9,199,9.855474,1
25500000,128.0,6.0,171,12.756344,0
25000000,114.0,7.1,797,29.533437,1
30000000,124.0,7.1,334,14.179538,1
25000000,89.0,5.5,350,14.340095,1
25485000,144.0,6.9,147,9.795985,1
25000000,93.0,4.7,123,6.889437,1
25000000,81.0,5.4,325,19.428994,1
25000000,142.0,8.5,8205,136.747729,1
21150000,92.0,4.7,146,6.081772,1
27000000,113.0,6.7,244,17.329269,0
25000000,111.0,5.7,543,22.622453,1
25000000,121.0,6.9,483,20.561682,1
25000000,98.0,5.9,185,13.288177,1
30000000,107.0,6.5,318,19.212552,1
23000000,106.0,7.2,661,29.365851,1
25000000,136.0,6.7,134,10.232599,0
25000000,97.0,6.2,183,8.870614,0
25000000,115.0,6.6,1262,19.402816,1
25000000,97.0,6.2,515,24.903418,0
25000000,99.0,5.4,341,14.562197,1
25000000,103.0,6.0,414,18.896239,1
25000000,95.0,6.9,530,15.960916,0
25000000,93.0,6.5,656,25.848003,0
25000000,120.0,6.9,110,7.538513,0
30000000,115.0,5.4,597,21.606001,1
25000000,108.0,4.3,29,3.707511,0
25000000,107.0,5.2,147,7.001176,0
25000000,108.0,6.3,824,39.784026,1
25000000,100.0,5.2,101,10.115011,1
25000000,131.0,6.7,973,32.854557,1
28000000,91.0,4.9,132,8.363702,0
25,145.0,7.0,59,4.88794,0
25000000,109.0,6.5,304,14.17009,1
25000000,122.0,6.2,137,9.169271,0
25000000,107.0,7.0,210,8.127728,0
25000000,120.0,6.0,378,10.699952,0
25000000,99.0,7.1,705,29.796394,0
25000000,140.0,7.7,1272,51.915025,0
28000000,132.0,6.7,97,8.314624,0
25000000,113.0,6.1,82,4.002579,0
25000000,99.0,4.6,45,3.888776,0
25000000,100.0,6.2,111,7.296459,0
14000000,92.0,5.8,498,21.680424,1
25000000,105.0,5.3,25,7.946769,0
25000000,110.0,5.5,144,7.473455,0
25000000,116.0,6.4,60,5.073536,0
32000000,111.0,6.8,1087,41.075532,0
25000000,117.0,5.0,22,4.020194,0
25000000,98.0,5.5,138,8.186936,0
25000000,121.0,6.4,387,17.603823,0
25000000,95.0,3.5,118,7.008216,0
25000000,80.0,7.0,738,20.011435,1
25000000,117.0,6.2,19,3.849873,0
25000000,114.0,6.6,49,3.593165,0
13500000,124.0,7.7,704,30.058263,1
25000000,122.0,6.0,326,17.339852,0
25000000,154.0,7.1,380,15.279021,1
25000000,85.0,6.3,10,5.753564,0
25000000,117.0,5.0,712,35.022029,1
25000000,128.0,7.0,31,1.894749,0
14000000,119.0,7.0,257,14.480628,1
25000000,137.0,5.5,301,14.613152,0
24000000,119.0,6.9,477,22.258428,1
24000000,102.0,6.5,835,30.445257,1
24000000,120.0,6.1,840,35.244037,1
25000000,98.0,5.4,285,15.333575,0
24000000,105.0,6.4,225,15.237142,1
41300000,98.0,6.2,531,23.441135,1
8200000,107.0,6.4,505,25.03414,1
24000000,91.0,6.6,541,24.70166,1
24000000,137.0,7.2,341,16.146572,1
65000000,100.0,5.1,374,20.793026,0
24000000,115.0,6.1,67,5.771479,1
24000000,102.0,6.1,721,27.326466,1
24000000,93.0,5.9,742,20.69219,1
17000000,95.0,5.5,160,7.701041,0
24000000,87.0,5.8,92,6.589193,0
24000000,134.0,5.9,58,2.753313,0
24000000,107.0,4.7,49,3.113009,0
24000000,124.0,5.7,53,5.566203,0
24000000,89.0,5.0,141,8.630825,1
24000000,88.0,5.3,581,23.343839,1
24000000,93.0,4.1,19,2.353441,0
28000000,72.0,6.8,26,2.439184,0
24000000,98.0,6.1,568,26.324874,0
24000000,119.0,8.2,1991,49.549984,1
23600000,88.0,7.2,3550,57.300674,1
23000000,90.0,5.9,512,23.839127,1
18000000,124.0,8.2,5879,78.51783,1
19000000,118.0,6.5,1699,33.872182,1
23000000,85.0,6.6,546,27.33256,1
23000000,98.0,6.4,1378,38.799596,1
12500000,101.0,6.5,910,20.317469,1
23000000,108.0,6.7,1789,18.493202,1
23000000,126.0,7.9,4097,53.682367,1
23000000,97.0,6.3,325,11.183197,1
25000000,99.0,5.1,73,8.842722,0
23000000,114.0,5.9,66,8.976738,0
23000000,93.0,5.6,505,26.257951,1
23000000,89.0,3.5,224,12.777008,1
23000000,102.0,6.6,55,6.921263,0
23000000,98.0,6.1,82,12.869436,0
23000000,124.0,6.6,261,15.676123,1
23000000,86.0,5.9,56,5.494047,0
23000000,141.0,5.5,73,6.618149,0
23000000,139.0,6.5,57,7.876883,0
25000000,104.0,6.5,1343,35.169779,1
22700000,96.0,6.7,902,39.890798,1
22500000,112.0,6.8,431,22.096286,0
22000000,127.0,6.9,1339,41.967005,1
23000000,119.0,6.5,1590,57.110486,1
22000000,97.0,6.3,489,16.234053,1
20000000,127.0,6.5,110,11.263361,1
22000000,110.0,6.0,428,20.699212,1
24000000,135.0,7.3,385,17.606087,1
22000000,84.0,4.6,304,13.786075,1
22000000,191.0,7.4,716,35.227212,1
22000000,122.0,7.3,508,27.898438,1
22000000,114.0,5.6,354,23.218144,1
22000000,132.0,7.2,530,26.071644,1
22000000,138.0,5.9,83,9.175762,1
22000000,121.0,6.6,2512,81.829237,1
22000000,108.0,6.1,319,17.7091,1
22000000,108.0,6.0,301,17.772518,1
22000000,83.0,4.7,225,10.259461,1
26000000,105.0,6.2,551,30.114383,1
22000000,90.0,5.4,154,12.887673,0
22000000,94.0,6.0,223,13.410919,1
22000000,104.0,6.4,480,21.865021,1
30000000,106.0,5.4,201,9.448517,0
22000000,106.0,5.7,1309,39.006187,1
22000000,100.0,6.4,875,35.737655,1
22000000,95.0,6.1,77,4.365196,0
22000000,104.0,4.2,305,14.725467,0
25000000,96.0,5.2,559,25.002715,1
21000000,145.0,7.2,277,13.906611,1
22000000,116.0,7.2,212,13.960945,0
2000000,100.0,5.5,224,16.668854,1
22000000,92.0,6.2,659,48.784734,0
22000000,121.0,7.4,98,9.088209,0
22000000,105.0,5.2,192,12.445176,0
22000000,116.0,6.5,720,29.230298,0
25000000,119.0,6.5,501,18.961323,1
22000000,106.0,6.0,122,14.866351,1
17000000,111.0,5.6,546,15.013386,1
18000000,136.0,5.5,139,8.700565,1
9000000,90.0,6.9,497,20.410354,0
21000000,96.0,5.1,184,10.207065,1
32000000,106.0,6.3,123,5.683281,1
21000000,122.0,6.9,4742,63.599973,1
21000000,123.0,7.5,356,17.746981,1
21000000,92.0,6.6,1692,34.433521,1
20000000,115.0,6.4,497,26.21425,1
21000000,104.0,5.1,76,4.781538,0
17000000,98.0,6.7,189,10.13559,0
21000000,120.0,5.8,65,5.815881,0
21000000,117.0,6.5,52,8.982335,0
21000000,91.0,6.3,276,13.847872,0
35000000,114.0,5.9,41,4.189378,1
15000000,97.0,6.7,475,21.928025,0
18000000,115.0,7.7,3854,68.159596,1
18000000,120.0,6.3,2395,81.487685,1
20000000,135.0,7.2,1098,52.456505,1
38000000,90.0,5.0,150,9.662715,0
20000000,100.0,6.1,613,25.28436,1
20000000,105.0,5.4,183,8.351385,1
19000000,119.0,8.1,4443,18.174804,1
20000000,94.0,6.5,728,21.815122,1
20000000,94.0,6.4,428,20.99174,1
20000000,116.0,5.9,406,19.636044,1
20000000,91.0,4.9,209,12.25264,1
13000000,112.0,7.4,3092,49.975409,1
32000000,95.0,5.2,221,13.590677,1
20000000,97.0,5.0,500,21.657563,1
35000000,108.0,6.7,1414,43.057323,1
18000000,101.0,5.4,442,16.470895,1
37000000,109.0,6.3,679,28.703007,1
20000000,115.0,6.7,934,40.903931,1
20000000,134.0,7.9,3674,95.9229,1
20000000,118.0,6.2,116,4.748929,1
20000000,121.0,6.1,29,2.986286,1
20000000,105.0,7.5,3601,47.51363,1
20000000,110.0,7.6,2562,53.161905,1
1800000,104.0,7.4,422,15.978136,1
20000000,100.0,6.3,1252,42.512296,1
20000000,83.0,3.6,222,10.098722,1
20000000,72.0,6.1,290,15.341196,1
20000000,127.0,7.4,817,29.023184,1
20000000,72.0,5.6,269,19.819893,1
20000000,89.0,4.6,191,11.62423,1
20000000,96.0,5.8,381,22.049787,1
30000000,77.0,6.3,143,9.829859,1
20000000,123.0,6.7,1261,29.295801,1
20000000,111.0,6.8,276,14.136476,1
20000000,86.0,3.2,326,6.064638,1
20000000,128.0,7.8,2686,41.503588,1
20000000,110.0,5.9,292,20.495749,1
20000000,102.0,5.2,283,13.906944,1
20000000,124.0,6.0,24,2.003047,1
20000000,115.0,5.8,129,11.203335,1
20000000,98.0,6.1,131,8.265317,1
20000000,104.0,5.8,481,18.632156,1
20000000,127.0,7.0,114,6.92592,1
20000000,82.0,4.2,315,17.165039,1
25000000,143.0,6.9,1055,25.785925,1
19800000,103.0,6.5,505,20.311684,1
20000000,104.0,7.0,435,20.975165,1
32000000,98.0,6.6,660,26.509175,1
20000000,92.0,5.3,465,26.497025,1
20000000,86.0,4.6,793,36.819044,1
20000000,158.0,6.2,63,7.902536,1
20000000,128.0,7.1,612,30.909699,1
20000000,107.0,5.7,295,16.663797,1
35000000,91.0,5.3,531,27.724913,1
19000000,108.0,6.0,328,17.971883,1
20000000,108.0,6.3,444,25.041992,1
20000000,113.0,6.3,257,14.857884,1
30000000,113.0,7.0,628,23.982956,1
20000000,112.0,6.6,697,30.387754,1
20000000,108.0,7.9,3652,56.481487,1
20000000,105.0,6.0,368,19.962713,1
20000000,109.0,6.3,363,18.666876,1
20000000,109.0,6.7,1778,55.964605,1
20000000,98.0,6.0,634,28.019226,1
20000000,104.0,5.9,525,16.176976,1
20000000,109.0,6.0,593,17.237143,0
9000000,100.0,5.3,155,4.34503,1
20000000,88.0,5.3,124,12.300789,1
20000000,97.0,5.2,288,15.804814,1
40000000,89.0,5.1,44,4.100942,0
20000000,106.0,6.7,175,12.309715,1
20000000,96.0,7.1,2181,62.933899,1
20000000,115.0,6.3,299,16.074397,1
806948,109.0,8.2,2320,93.067866,1
20000000,101.0,5.4,220,17.145287,1
20000000,103.0,6.7,542,27.256849,1
20000000,98.0,4.9,7,0.173964,0
20000000,121.0,6.8,260,14.370111,0
20000000,114.0,6.5,52,11.090254,0
20000000,124.0,7.1,334,20.82778,1
15000000,148.0,7.8,3045,43.644978,1
20000000,100.0,5.6,111,8.244324,0
20000000,94.0,5.0,432,23.292761,1
19000000,108.0,6.9,1603,64.181668,1
20000000,99.0,7.2,831,13.658985,1
20000000,128.0,7.3,394,10.446722,1
20000000,124.0,7.2,918,32.243357,1
20000000,84.0,5.8,52,9.149089,0
20000000,101.0,5.3,83,5.596835,0
20000000,120.0,7.0,167,10.50098,0
20000000,199.0,6.5,41,3.011205,0
19500000,111.0,6.2,336,15.012237,1
25000000,87.0,3.0,240,16.238961,0
20000000,88.0,5.5,208,15.21229,1
20000000,97.0,6.5,125,6.397042,0
20000000,106.0,6.2,671,19.220789,1
20000000,95.0,5.8,715,35.232278,1
20000000,96.0,5.9,861,35.542809,1
20000000,123.0,6.1,12,3.476925,0
30000000,101.0,6.4,81,5.133744,0
20000000,101.0,6.0,289,14.031377,0
20000000,96.0,6.1,139,17.227376,0
20000000,108.0,5.7,220,15.66135,0
20000000,116.0,6.7,641,19.705311,1
20000000,115.0,5.6,797,29.371987,0
20000000,96.0,7.3,187,11.352693,0
20000000,100.0,6.3,950,30.477114,1
20000000,105.0,6.5,297,12.643703,0
20000000,84.0,4.7,78,9.36146,0
20000000,98.0,6.4,24,6.102663,0
8000000,149.0,6.5,15,0.709143,1
20000000,148.0,6.5,833,45.742217,0
20000000,110.0,5.9,88,8.237336,0
20000000,83.0,4.1,20,2.605374,0
12000000,107.0,5.3,631,29.072964,1
20000000,106.0,7.0,185,12.232048,0
15000000,99.0,6.2,571,27.133277,1
8700000,100.0,6.8,532,26.093043,0
20000000,96.0,3.1,173,9.292987,0
20000000,111.0,5.4,126,7.716606,0
