budget,runtime,vote_average,vote_count,popularity,hit
50100000,105.0,6.7,2542,59.634029,1
65000000,103.0,5.9,1389,38.994297,1
65000000,123.0,5.7,1252,49.660055,1
4200000,114.0,6.4,215,11.743085,1
65000000,95.0,5.6,1600,6.227675,1
45000000,105.0,6.0,1175,42.57877,1
65000000,120.0,6.5,314,15.858629,1
65000000,101.0,6.1,779,15.194239,0
63000000,139.0,8.3,9413,146.757391,1
65000000,124.0,6.7,186,8.629665,0
65000000,100.0,5.4,269,16.803457,0
65000000,92.0,5.0,687,31.324734,1
50000000,130.0,6.7,274,20.415572,0
43000000,97.0,4.8,575,28.613892,1
65000000,102.0,6.3,1286,85.428395,0
64000000,133.0,5.3,63,4.137237,1
55000000,121.0,6.7,1772,60.246978,1
50000000,147.0,7.1,1165,42.551902,1
63000000,94.0,5.9,979,40.137264,1
65000000,94.0,6.1,409,24.857079,0
63000000,127.0,7.6,4856,40.413191,1
63000000,191.0,6.5,202,13.859307,0
62000000,141.0,6.4,386,18.832471,1
65000000,127.0,5.9,145,9.568884,1
64000000,98.0,5.3,261,12.421504,1
62000000,116.0,6.1,340,18.096884,1
62000000,106.0,6.5,195,11.056763,1
62000000,87.0,4.3,242,13.218008,0
62000000,125.0,5.8,178,11.262655,0
44000000,167.0,7.6,4274,68.717016,1
63000000,95.0,5.5,331,16.791058,1
65000000,117.0,7.0,4997,65.197968,1
80000000,115.0,6.1,1373,32.829538,1
60000000,115.0,6.9,1343,30.951203,1
60000000,189.0,8.2,4048,103.698022,1
150000000,81.0,5.6,944,47.973995,1
61000000,145.0,7.9,5862,143.041543,1
60000000,119.0,7.3,3583,86.476817,1
58000000,130.0,6.6,1174,59.824565,1
60000000,116.0,6.1,205,18.345613,1
60000000,103.0,7.8,4537,56.488027,1
70000000,99.0,6.8,817,29.464852,1
60000000,92.0,5.6,506,18.106021,1
61000000,109.0,6.6,1589,42.881415,1
60000000,87.0,5.0,352,18.735024,1
60000000,110.0,6.6,1919,62.766854,1
60000000,101.0,5.9,487,24.153567,1
60000000,83.0,6.0,1272,41.515702,1
70000000,113.0,5.3,588,26.676487,1
60000000,107.0,5.9,353,16.278022,1
60000000,94.0,5.7,526,18.831023,1
61000000,132.0,6.4,3040,113.161483,1
60000000,133.0,5.8,636,28.800112,1
58000000,111.0,6.6,2808,41.430245,1
55000000,163.0,6.8,422,23.127561,1
60000000,170.0,6.7,292,12.867352,1
65000000,120.0,7.0,1451,44.815022,1
60000000,92.0,5.3,779,37.537093,1
60000000,115.0,6.2,207,10.99991,1
60000000,130.0,6.3,2998,56.868399,1
60000000,105.0,5.6,604,22.991269,1
60000000,106.0,6.2,1325,38.820858,1
60000000,100.0,7.3,1386,51.146047,1
60000000,91.0,4.9,950,20.501582,1
70000000,146.0,7.3,1553,45.299089,1
50000000,98.0,4.5,137,4.280619,1
60000000,101.0,5.6,644,28.848842,1
60000000,89.0,5.5,575,22.501041,1
66000000,122.0,6.5,2225,47.479755,1
70000000,115.0,6.1,109,10.147321,0
60000000,90.0,6.7,789,39.539045,1
60000000,124.0,6.1,527,19.747459,1
60000000,119.0,5.9,581,29.018826,1
60000000,93.0,5.8,258,16.493576,0
60000000,100.0,5.6,210,13.080725,1
60000000,105.0,5.9,1173,42.538258,0
60000000,124.0,6.4,1581,29.876507,1
60000000,99.0,5.8,1621,61.849521,1
70000000,109.0,5.9,1365,37.44963,1
61000000,124.0,6.9,1462,37.378081,1
60000000,97.0,6.6,668,30.656345,1
75000000,104.0,6.3,338,15.142701,0
60000000,100.0,7.5,3070,59.547928,1
60000000,101.0,6.0,669,27.615108,0
60000000,113.0,6.2,1778,29.041198,1
60000000,97.0,4.6,524,25.293538,1
60000000,134.0,7.0,1125,23.85119,1
60000000,127.0,6.7,484,21.685719,1
78146652,125.0,5.7,201,13.630049,0
65000000,94.0,5.1,80,6.80692,0
60000000,108.0,5.8,225,15.352807,1
70000000,91.0,5.6,556,23.661071,1
60000000,117.0,6.1,479,21.605533,1
60000000,100.0,5.8,391,22.620125,1
80000000,117.0,6.2,487,24.657931,0
60000000,110.0,5.8,130,12.621769,0
60000000,96.0,5.7,380,21.08952,0
60000000,101.0,5.9,375,18.380176,1
60000000,109.0,6.6,234,17.299333,0
80000000,126.0,6.3,251,16.848899,0
60000000,122.0,7.4,797,21.547446,0
60000000,101.0,4.7,549,36.689223,1
60000000,87.0,5.4,692,28.350927,1
60000000,86.0,6.6,372,18.815442,0
60000000,96.0,6.5,742,29.787135,0
60000000,104.0,6.1,204,8.927137,0
50000000,121.0,5.7,287,15.213484,0
60000000,140.0,6.3,271,13.155999,0
72000000,131.0,7.0,285,15.433244,0
90000000,91.0,4.9,109,5.762037,0
60000000,118.0,6.0,487,22.736038,0
60000000,130.0,6.2,1602,45.514031,1
60000000,90.0,5.0,371,18.676291,0
30000000,105.0,5.3,274,14.376463,0
60000000,106.0,6.0,592,27.018886,0
60000000,103.0,4.7,320,14.84856,0
60000000,106.0,5.4,1055,52.417529,0
68490000,120.0,6.0,24,4.72629,1
80000000,132.0,6.8,91,8.923215,0
58000000,108.0,7.4,10995,514.569956,1
58800000,133.0,7.4,4469,87.53437,1
58000000,103.0,6.2,995,45.351617,1
58000000,95.0,6.5,579,13.43573,1
83000000,90.0,4.4,134,6.248309,0
63000000,102.0,5.7,690,31.294717,1
58000000,114.0,5.7,130,7.739276,0
58000000,103.0,5.1,276,14.403696,1
58000000,119.0,6.1,1658,1.551497,0
60000000,97.0,5.8,1363,2.143764,1
58000000,125.0,5.9,178,12.29603,0
57000000,144.0,7.2,1374,33.8473,1
70000000,116.0,5.5,453,21.723897,0
57000000,103.0,6.4,535,31.791979,1
60000000,97.0,6.0,226,14.113066,1
57000000,95.0,4.7,1135,48.622278,1
57000000,131.0,5.5,145,9.061866,1
56000000,95.0,5.8,842,35.4763,1
56000000,86.0,6.0,381,23.438398,1
55000000,142.0,8.2,7927,138.133331,1
60000000,92.0,5.5,1177,47.336034,1
55000000,108.0,6.6,1698,29.97224,1
55000000,81.0,6.7,1457,47.845589,1
55000000,143.0,6.9,1022,48.507081,1
54000000,95.0,5.4,702,20.28119,1
70000000,118.0,6.4,1665,34.576913,1
55000000,103.0,6.0,1129,36.194802,1
55000000,134.0,7.6,2454,52.786917,1
55000000,97.0,5.9,1122,38.06168,1
50000000,100.0,6.0,1019,19.830132,1
55000000,132.0,7.1,2954,79.922059,1
55000000,105.0,5.6,485,19.738215,1
53000000,116.0,7.0,498,20.334629,1
55000000,117.0,7.7,2525,80.581367,1
55000000,98.0,6.1,772,32.05145,1
55000000,123.0,5.9,210,15.064058,1
55000000,114.0,6.4,529,21.272734,1
30000000,111.0,7.7,4949,79.754966,1
30000000,136.0,7.6,3948,50.622607,1
55000000,104.0,6.1,458,22.787667,1
55000000,104.0,6.3,636,29.498304,1
55000000,110.0,6.2,735,25.400935,1
55000000,133.0,5.8,256,17.231675,1
55000000,94.0,5.7,751,32.835777,1
55000000,104.0,6.3,461,17.097041,1
55000000,91.0,5.7,254,14.414937,1
50000000,114.0,6.2,1633,45.856409,1
55000000,134.0,5.9,120,7.027139,1
55000000,122.0,6.7,658,32.657488,0
50000000,109.0,6.4,236,12.46525,1
55000000,95.0,7.0,883,39.882276,1
68000000,98.0,5.3,881,39.395881,1
55000000,94.0,6.0,189,8.634954,0
55000000,118.0,5.1,188,8.802525,0
60000000,88.0,6.4,374,23.700759,1
55000000,141.0,7.3,1131,27.50916,1
50000000,107.0,5.3,284,20.58862,1
55000000,116.0,5.7,194,4.366488,0
70000000,143.0,7.0,438,18.927463,1
55000000,114.0,6.6,303,15.274137,1
62000000,93.0,5.4,703,29.954302,0
56000000,214.0,6.1,48,4.362535,0
55000000,100.0,5.2,62,4.700024,0
50000000,112.0,6.2,316,14.808304,1
57000000,95.0,4.2,91,9.27875,0
55000000,119.0,6.9,573,22.863516,1
2000000,153.0,7.3,395,23.962109,1
55000000,96.0,5.3,123,12.669778,0
54000000,117.0,6.2,1528,67.169587,1
55000000,123.0,7.5,2039,41.472404,1
55000000,92.0,5.2,481,22.503935,0
54000000,162.0,7.1,1546,59.194915,1
57000000,123.0,6.1,327,22.894898,0
54000000,108.0,5.4,407,18.600367,1
54000000,127.0,6.5,629,30.515175,1
54000000,121.0,3.5,104,9.053456,0
55000000,125.0,5.7,95,7.768223,0
46000000,99.0,5.5,308,19.643365,1
53000000,94.0,7.4,1432,45.565918,1
52500000,127.0,7.4,1300,57.374341,1
75000000,89.0,5.4,113,8.41856,0
53000000,122.0,6.3,1242,46.049902,1
90000000,132.0,6.7,526,23.9366,0
53000000,109.0,7.2,1486,49.593978,1
67000000,191.0,6.8,459,16.637642,0
52000000,141.0,7.7,3795,73.944049,1
40000000,157.0,6.7,1702,38.306954,1
52000000,106.0,5.6,832,26.251217,1
52000000,108.0,6.4,1386,30.780599,1
52000000,125.0,5.7,1013,25.41929,1
50000000,104.0,5.1,316,15.98212,1
52000000,170.0,7.2,771,40.072583,1
52000000,112.0,5.9,736,32.015477,1
82000000,118.0,6.9,435,24.444186,0
52000000,178.0,7.8,1307,40.06688,1
52000000,92.0,6.1,675,27.916284,1
51000000,116.0,6.1,927,39.001682,1
51000000,90.0,5.3,225,10.430832,1
50000000,130.0,5.6,2436,94.815867,1
60000000,90.0,7.3,4056,67.298732,1
50200000,106.0,6.5,1652,26.60772,1
48000000,143.0,6.6,909,28.803729,1
50000000,139.0,6.7,913,27.039636,1
50000000,106.0,6.3,4697,68.87691,1
50000000,139.0,7.2,915,37.885022,1
50000000,115.0,7.0,832,35.537397,1
50000000,119.0,6.0,923,38.125008,1
50000000,96.0,5.6,644,18.121404,1
50000000,112.0,6.6,2435,37.069253,1
52000000,131.0,7.1,716,30.347332,1
50000000,116.0,6.3,850,23.854701,1
50000000,112.0,7.0,3319,52.380982,1
60000000,123.0,7.2,1516,50.163785,1
70000000,104.0,6.4,1813,43.849351,1
50000000,107.0,6.2,1650,45.318703,1
50000000,96.0,5.8,854,38.616744,1
50000000,125.0,5.6,1652,65.90161,1
45000000,129.0,7.3,1630,45.220386,1
90000000,100.0,6.7,548,17.457947,1
50000000,109.0,5.0,213,10.755847,1
50000000,124.0,6.5,909,38.629763,1
50000000,121.0,5.9,1486,32.693093,1
50000000,97.0,5.5,399,18.806031,1
50000000,110.0,5.4,632,32.233713,1
50000000,118.0,7.0,2443,37.990705,1
50000000,80.0,5.2,820,17.667826,1
50000000,133.0,7.0,1381,46.180421,1
50000000,127.0,6.3,513,30.397496,1
50000000,106.0,6.8,2268,83.295796,1
50000000,98.0,5.5,509,23.935053,1
54000000,132.0,7.7,4442,84.630969,1
50000000,115.0,6.0,692,16.251204,1
50000000,86.0,6.2,106,9.894346,1
50000000,101.0,5.1,542,12.050755,1
50000000,113.0,6.0,220,11.596207,1
50000000,88.0,5.7,3239,53.02787,1
50000000,124.0,6.3,276,14.382253,1
50000000,109.0,5.9,1567,43.450266,1
50000000,128.0,6.3,451,16.871194,1
50000000,144.0,7.0,938,42.526529,1
50000000,95.0,7.3,755,34.890999,1
45000000,105.0,5.6,267,18.186026,1
50000000,121.0,6.4,223,13.576765,1
50000000,125.0,6.0,395,19.434672,0
50000000,129.0,7.5,1506,62.925175,1
50000000,125.0,6.3,1067,32.927994,1
50000000,113.0,6.1,1611,39.920035,1
50000000,140.0,6.8,582,28.725621,0
50000000,89.0,5.8,817,20.566554,1
50000000,104.0,5.5,434,20.333953,1
50000000,106.0,6.2,652,33.98637,0
50000000,141.0,7.2,1417,42.472324,1
45000000,94.0,6.1,1267,29.880122,1
50000000,108.0,6.1,750,28.803802,0
50000000,105.0,6.1,298,14.993459,1
50000000,102.0,4.5,104,9.114168,0
50000000,92.0,4.4,269,12.31101,1
40000000,119.0,6.3,1233,41.362082,1
50000000,119.0,5.9,189,13.298205,0
40000000,99.0,6.2,371,19.085403,1
50000000,115.0,4.4,205,11.106006,1
50000000,87.0,5.0,149,12.25622,1
50000000,129.0,5.8,510,13.365715,1
50000000,120.0,6.0,268,16.167093,1
50000000,132.0,6.0,387,23.073933,0
50000000,121.0,6.0,654,6.567065,1
50000000,95.0,5.9,75,6.22577,1
44000000,125.0,6.0,1817,42.933027,1
50000000,98.0,6.2,286,19.226763,0
50000000,110.0,6.1,206,10.089065,0
50000000,118.0,6.0,368,13.391833,1
50000000,97.0,5.6,373,21.637234,0
70000000,86.0,7.6,1436,61.245957,0
50000000,119.0,7.1,775,25.237969,0
50000000,139.0,6.6,428,21.589393,0
50000000,130.0,7.3,480,22.442241,0
50000000,114.0,6.3,1148,74.64653,1
51500000,100.0,7.2,848,35.481169,1
50000000,110.0,5.8,458,14.723467,0
60000000,148.0,6.2,367,21.084542,1
49900000,102.0,5.2,501,21.408222,0
50000000,84.0,5.8,391,19.267479,0
50000000,114.0,5.9,81,3.314004,0
50000000,99.0,5.8,274,21.312186,0
50000000,135.0,5.5,108,7.44268,0
22000000,108.0,6.5,235,12.54949,1
50000000,127.0,6.0,444,18.394571,0
50000000,95.0,5.2,44,8.189406,0
50000000,95.0,5.6,760,27.631262,0
60000000,124.0,5.6,984,40.721373,1
50000000,100.0,4.7,797,37.253774,1
50000000,88.0,5.0,76,6.397388,0
50000000,105.0,5.3,600,30.387148,0
50000000,97.0,3.9,112,8.139676,0
49000000,87.0,5.7,437,21.746245,1
49000000,104.0,6.2,71,2.808428,0
50000000,116.0,7.2,666,31.02233,0
48000000,147.0,6.9,562,25.170217,1
48000000,127.0,7.6,3152,80.972475,1
49000000,120.0,6.6,3062,116.700319,1
73000000,118.0,6.5,826,33.884459,1
48000000,111.0,6.5,1267,53.043124,1
75000000,114.0,6.6,692,34.973086,1
50000000,137.0,6.1,547,40.371098,0
48000000,112.0,6.0,518,18.60049,1
48000000,120.0,7.1,695,30.920075,1
48000000,93.0,5.6,512,19.348007,1
58000000,127.0,6.6,68,8.59075,0
55000000,122.0,6.9,1188,48.801089,1
48000000,109.0,6.1,2200,88.844777,1
48000000,123.0,6.5,333,16.000178,1
47000000,96.0,5.7,594,19.525659,1
47000000,103.0,5.9,251,7.859226,1
48000000,113.0,6.6,339,18.102572,1
48000000,132.0,6.5,103,7.226115,0
15000000,93.0,7.2,1488,63.071046,1
47000000,75.0,4.6,104,10.410933,0
47000000,104.0,5.7,74,6.067212,0
38000000,105.0,6.3,584,15.401855,1
46000000,118.0,6.8,1148,41.322708,1
46000000,111.0,7.0,661,25.6713,1
47000000,80.0,4.4,420,22.581313,0
46000000,117.0,6.2,232,12.971122,1
45000000,86.0,6.4,1424,26.721386,1
25000000,127.0,6.6,573,24.672234,0
46000000,140.0,6.5,2,0.146783,0
46000000,91.0,5.0,543,28.964162,1
45000000,91.0,6.1,2757,49.353524,1
48000000,84.0,5.8,912,36.585509,1
45000000,111.0,6.1,961,32.624355,1
45000000,93.0,5.8,1309,53.090422,1
40000000,113.0,6.0,697,30.002907,1
45000000,141.0,6.3,371,17.923254,1
45000000,119.0,6.4,278,17.746719,1
45000000,97.0,7.0,1111,31.305336,1
45000000,117.0,6.3,433,19.637704,1
43000000,101.0,5.6,406,10.411996,1
46000000,153.0,7.9,3085,88.496873,1
45000000,122.0,7.3,1634,52.081131,1
45000000,102.0,6.9,710,30.816341,1
45000000,83.0,5.4,982,35.376971,1
45000000,103.0,6.5,501,17.047276,1
45000000,120.0,6.5,1905,43.815492,1
30000000,136.0,7.3,496,23.234651,1
45000000,89.0,5.9,299,17.270539,1
45000000,89.0,4.7,610,27.684779,1
45000000,100.0,5.8,575,26.79781,1
40000000,135.0,7.0,1869,37.073127,1
120000000,95.0,6.8,2303,87.350802,1
35000000,122.0,6.6,741,26.134678,1
45000000,110.0,5.5,313,16.582709,1
45000000,135.0,5.9,150,10.731574,1
45000000,95.0,5.6,176,8.99269,1
50000000,109.0,6.6,1315,51.742065,1
45000000,94.0,6.1,1292,12.06538,1
40000000,117.0,6.6,1006,44.120328,1
45000000,112.0,6.4,119,6.156015,0
45000000,131.0,6.2,766,31.856589,1
25000000,94.0,6.1,537,24.459948,1
40000000,88.0,6.0,852,28.029015,1
50000000,88.0,5.5,366,20.239061,1
40000000,137.0,6.5,562,25.876582,0
35000000,119.0,6.7,796,20.360549,1
55000000,105.0,6.2,661,32.31022,1
70000000,101.0,5.4,676,27.568194,1
45000000,86.0,5.3,244,13.707183,1
35000000,123.0,6.5,215,12.495436,0
45000000,134.0,6.1,151,6.803965,0
45000000,100.0,4.7,136,9.025236,0
44000000,192.0,7.1,71,3.770161,0
45000000,128.0,6.7,670,21.118196,1
45000000,106.0,6.0,154,6.513856,0
45000000,160.0,6.3,90,11.387408,0
45000000,99.0,5.0,332,14.813057,0
40000000,85.0,6.3,80,5.201688,0
45000000,139.0,6.4,81,5.361699,0
45000000,103.0,4.0,11,3.848893,0
45000000,101.0,6.0,1007,35.6585,1
65000000,87.0,2.3,28,5.258726,0
44500000,120.0,7.1,3423,62.01056,1
44000000,130.0,7.2,1220,54.884297,1
40000000,110.0,5.5,858,33.747825,1
44000000,147.0,7.3,715,16.245068,1
44000000,96.0,6.3,864,38.653969,1
2600000,88.0,6.9,1355,46.007991,1
44000000,219.0,6.4,55,5.380124,0
50000000,106.0,6.4,1528,49.020045,1
40000000,109.0,5.6,685,24.821138,0
43000000,136.0,7.0,302,19.043286,1
45000000,103.0,6.6,518,25.999888,1
43000000,84.0,5.3,280,18.65632,1
42000000,154.0,6.6,501,23.736535,1
44000000,99.0,6.8,566,21.75433,1
40000000,93.0,6.3,1045,44.094856,1
42000000,109.0,6.7,4074,62.714026,1
42000000,124.0,7.0,1262,28.969151,1
45000000,84.0,6.5,1150,31.789029,1
42000000,90.0,5.8,773,33.238296,1
40000000,117.0,5.4,134,6.420434,1
43000000,117.0,6.5,1575,37.654688,1
31115000,248.0,6.7,146,13.244365,1
42000000,115.0,6.1,184,14.046705,1
32000000,119.0,6.1,305,14.733513,1
32000000,133.0,5.9,541,28.22119,1
42000000,100.0,5.6,922,45.151657,1
60000000,120.0,5.7,191,15.205371,0
48000000,104.0,4.0,232,14.587367,0
42000000,122.0,7.0,1335,34.828241,0
31000000,99.0,7.2,635,23.607392,1
40000000,91.0,5.3,388,19.438503,0
44000000,112.0,6.1,2304,74.168016,0
42000000,100.0,6.3,136,7.349497,0
33000000,100.0,6.8,148,7.663515,0
41000000,110.0,6.8,1626,32.798571,1
65000000,132.0,6.6,907,36.670399,1
40000000,107.0,7.7,3147,73.085576,1
42000000,102.0,6.2,925,34.041407,1
41000000,100.0,5.6,248,9.419726,0
8000000,126.0,6.9,891,28.456572,1
40000000,138.0,6.8,2807,49.664128,1
40000000,108.0,6.7,1804,36.238968,1
70000000,105.0,6.2,278,19.439386,1
40000000,108.0,7.4,3829,43.345252,1
40000000,89.0,6.3,5878,115.241998,1
40000000,125.0,5.2,3254,98.755657,1
38000000,84.0,4.7,511,21.998734,1
40000000,149.0,7.0,509,25.219805,1
40000000,98.0,6.0,699,26.516624,1
40000000,121.0,7.4,1526,37.084384,1
40000000,128.0,6.7,354,21.661028,1
40000000,134.0,7.0,1949,68.794673,1
40000000,120.0,7.1,3391,69.27822,1
40000000,129.0,6.2,959,26.253357,1
45000000,83.0,5.3,750,32.549282,1
40000000,116.0,5.7,736,24.992057,1
40000000,118.0,7.1,2900,45.769562,1
40000000,100.0,5.9,944,36.301202,1
40000000,128.0,7.1,1056,45.022964,1
40000000,123.0,6.6,560,22.853006,1
40000000,128.0,6.8,787,31.884559,1
40000000,139.0,7.0,767,31.385257,1
40000000,110.0,5.4,1127,67.767785,1
40000000,120.0,6.7,542,24.287306,1
35000000,121.0,7.1,1881,53.114573,1
40000000,102.0,6.1,555,25.136082,1
40000000,112.0,7.1,732,37.776566,1
40000000,152.0,7.2,467,21.743321,1
40000000,124.0,7.2,2691,66.003433,1
40000000,90.0,6.2,716,24.862767,1
41000000,105.0,6.5,515,25.391899,1
40000000,114.0,5.7,731,29.854773,1
40000000,189.0,7.5,502,26.82041,1
40000000,99.0,5.4,371,17.61292,1
57000000,123.0,5.8,441,21.021809,1
20000000,102.0,6.1,1350,52.571674,1
40000000,109.0,6.2,1437,34.519636,1
40000000,82.0,5.4,831,32.478077,1
40000000,141.0,7.2,2583,48.445978,1
40000000,106.0,6.0,457,24.012986,1
40000000,109.0,5.9,612,17.869443,1
50000000,107.0,5.9,297,14.231899,1
40000000,110.0,6.2,511,23.088571,1
40000000,96.0,5.0,336,19.833664,1
35000000,131.0,7.3,453,26.595983,1
40000000,119.0,7.0,902,26.072228,1
30000000,113.0,6.5,1265,38.643914,1
40000000,130.0,8.0,4391,74.440708,1
42000000,108.0,6.1,1536,82.185281,1
40000000,89.0,5.7,332,18.14218,1
40000000,139.0,7.3,1221,41.570047,1
40000000,130.0,6.2,440,23.331459,1
40000000,107.0,6.0,1206,47.649554,1
40000000,96.0,6.4,972,32.908414,1
40000000,99.0,6.5,670,29.88736,1
43000000,104.0,6.4,573,29.105407,1
40000000,101.0,6.0,394,19.574774,1
40000000,134.0,6.8,255,14.199933,1
40000000,135.0,6.7,235,12.229516,1
40000000,98.0,5.8,629,27.303608,1
36000000,155.0,6.8,316,3.698276,1
40000000,94.0,4.9,740,39.381913,1
40000000,96.0,6.2,554,17.659032,1
40000000,104.0,6.5,1789,43.151268,1
40000000,95.0,5.4,284,15.283444,1
40000000,111.0,6.1,902,35.21926,1
40000000,123.0,6.1,474,25.580272,1
38000000,140.0,6.7,275,10.794175,0
40000000,97.0,5.3,1695,72.641296,1
40000000,94.0,5.0,40,3.415534,0
47000000,92.0,5.9,866,38.555482,1
40000000,122.0,7.0,432,24.313684,1
30000000,103.0,5.9,182,9.965073,1
25000000,108.0,5.4,138,8.178203,1
40000000,129.0,6.9,708,31.066874,1
40000000,102.0,6.1,412,22.491388,1
40000000,117.0,6.3,186,12.885985,1
40000000,117.0,5.6,135,7.832337,0
40000000,135.0,6.7,155,10.433667,0
75000000,90.0,5.0,45,4.842626,0
40000000,96.0,4.6,147,13.210898,1
40000000,104.0,5.2,56,3.296933,0
40000000,119.0,6.4,278,19.372805,1
40000000,99.0,5.4,205,13.445697,1
500000,110.0,7.2,345,17.002096,1
40000000,128.0,5.9,81,4.516953,0
40000000,108.0,6.5,824,33.785969,1
40000000,86.0,6.9,190,16.059443,0
40000000,108.0,5.7,92,3.476966,0
40000000,84.0,4.7,119,7.360793,1
45000000,128.0,4.9,256,14.513305,0
40000000,123.0,6.5,642,22.364549,1
63600000,102.0,4.8,145,4.494788,0
42000000,113.0,7.0,2025,47.559928,1
55000000,107.0,4.2,28,2.410546,0
40000000,87.0,7.5,1176,41.258956,1
40000000,103.0,5.7,124,8.980846,0
40000000,99.0,5.7,125,7.222985,0
10000000,122.0,7.8,3310,73.720244,1
60000000,103.0,5.6,248,15.219263,0
40000000,107.0,6.6,152,8.303696,0
38000000,106.0,5.9,54,4.746085,0
40000000,101.0,3.2,105,6.756886,0
40000000,109.0,5.5,348,16.424807,0
40000000,89.0,5.9,482,15.590001,0
45000000,82.0,4.2,135,14.566664,0
33000000,108.0,6.5,774,28.353517,0
40000000,93.0,5.0,28,2.911819,0
50000000,107.0,7.0,1182,51.502884,0
40000000,91.0,6.0,373,13.119133,0
40000000,115.0,5.5,392,26.935458,0
40000000,93.0,5.1,213,16.282962,0
20000000,105.0,6.6,1006,31.690456,1
20000000,107.0,6.2,398,17.842246,0
39200000,126.0,6.7,2854,64.238688,1
15000000,102.0,7.3,953,44.690107,1
40000000,159.0,7.5,135,16.254032,1
39000000,107.0,6.7,798,37.492928,1
39000000,87.0,6.6,932,27.908783,0
39000000,119.0,7.4,1264,45.388937,0
39000000,106.0,4.5,32,2.817364,0
39000000,125.0,5.3,490,22.164202,1
40000000,113.0,6.0,433,21.362949,1
80341000,150.0,7.1,205,14.8375,1
30000000,108.0,6.0,394,18.256028,1
38000000,96.0,6.4,972,22.332927,1
38000000,100.0,5.3,521,24.085144,1
38000000,118.0,6.4,452,14.779041,1
3860000,130.0,6.3,273,19.947265,1
38000000,120.0,6.7,850,16.801218,1
50000000,146.0,7.2,396,20.825781,1
38000000,114.0,6.2,264,11.500783,1
38000000,94.0,5.0,567,41.258487,1
53000000,102.0,5.6,88,6.454634,0
38000000,133.0,6.3,756,30.359164,1
38000000,118.0,5.7,80,3.426555,0
57000000,105.0,6.0,190,11.60815,0
10000000,110.0,6.9,417,18.664624,1
38000000,129.0,6.3,86,10.047579,0
15000000,109.0,7.8,1588,52.731379,1
38000000,119.0,6.2,2035,46.630062,1
37000000,118.0,5.8,52,4.131546,0
55000000,90.0,6.2,605,23.465539,0
32000000,137.0,7.0,701,25.682509,0
38000000,93.0,4.3,75,6.760922,0
40000000,130.0,7.1,71,3.87823,0
38000000,112.0,5.6,1945,57.889964,1
37000000,133.0,7.3,1915,57.773583,1
37000000,125.0,7.0,1468,24.218358,1
40000000,110.0,5.8,594,27.009723,1
37000000,96.0,6.5,1222,31.941347,1
37000000,96.0,5.6,330,14.353279,1
38000000,123.0,7.7,2277,33.003828,1
37000000,188.0,7.5,825,30.993736,1
30000000,107.0,5.3,511,25.825771,1
38000000,110.0,5.9,1201,46.078371,1
37000000,113.0,6.7,163,6.63839,1
37000000,122.0,5.8,3561,127.084938,1
36000000,116.0,7.0,594,27.465433,1
65000000,93.0,6.1,352,16.865782,1
37000000,110.0,6.8,2972,100.348805,1
36500000,115.0,5.3,23,2.785832,0
36000000,95.0,6.6,198,9.176339,1
36000000,134.0,5.8,338,23.380757,1
36000000,101.0,6.0,894,33.926473,1
36000000,107.0,6.7,96,6.967857,1
42000000,124.0,5.4,173,11.470135,0
36000000,109.0,5.8,258,19.854932,1
37000000,105.0,5.2,692,29.652536,0
37000000,114.0,5.8,556,11.492474,1
36000000,106.0,7.5,1808,70.398356,0
36000000,95.0,4.6,14,1.068453,0
37000000,81.0,5.2,99,6.293217,1
35000000,100.0,7.2,6173,82.21166,1
36000000,105.0,6.5,379,19.167377,1
33000000,95.0,6.2,1011,18.316151,1
35000000,126.0,7.0,2096,44.104469,1
35000000,118.0,6.4,811,36.172182,1
29000000,129.0,7.2,1597,25.767395,1
35000000,88.0,5.5,867,21.543389,1
35000000,98.0,6.5,2277,50.309843,1
38000000,110.0,7.2,1668,49.292384,1
35000000,109.0,7.0,3088,83.893257,1
35000000,132.0,6.2,530,24.616634,1
35000000,111.0,5.6,1645,34.005726,1
35000000,128.0,7.0,675,27.714043,1
35000000,123.0,6.5,1375,45.149948,1
35000000,125.0,5.9,1181,72.774941,1
35000000,105.0,5.5,225,3.74263,1
27000000,162.0,7.0,542,29.381878,1
35000000,138.0,7.7,1310,24.860326,1
35000000,100.0,5.8,550,11.041659,1
35000000,108.0,5.5,453,23.607071,1
1800000,91.0,7.2,1180,38.204158,1
33000000,107.0,6.0,436,25.413955,1
35000000,123.0,6.8,103,9.525037,1
34000000,90.0,6.0,345,18.39217,1
32000000,109.0,6.8,141,9.254647,1
35000000,109.0,6.5,2237,40.526587,1
35000000,91.0,5.6,1462,50.179171,1
35000000,125.0,7.3,1226,31.957947,1
34000000,202.0,7.2,370,19.822791,1
35000000,134.0,5.6,896,38.429648,1
35000000,88.0,5.2,210,13.707843,1
35000000,92.0,6.2,1428,51.927471,1
35000000,91.0,5.2,253,14.503568,1
30000000,98.0,5.8,140,11.120167,1
35000000,127.0,7.4,1147,40.370442,1
33000000,100.0,6.4,2065,40.715623,1
10700000,114.0,7.0,794,36.230204,1
35000000,100.0,5.2,613,25.903237,1
40000000,109.0,6.7,3417,60.231382,1
35000000,106.0,5.7,458,18.38292,1
35000000,112.0,5.9,296,14.029012,1
35000000,102.0,6.9,97,6.889633,1
35000000,102.0,4.1,325,19.286099,1
35000000,150.0,8.0,1864,50.587541,1
40000000,113.0,5.5,677,17.157738,1
